location,date,total_cases,total_deaths,total_cases_per_million,total_deaths_per_million
Spain,2020-03-11,1639,35,35.055,0.7490000000000001
Spain,2020-03-12,2140,47,45.771,1.005
Spain,2020-03-13,3004,84,64.25,1.797
Spain,2020-03-14,4231,121,90.493,2.588
Spain,2020-03-15,5753,136,123.046,2.909
Spain,2020-03-16,7753,288,165.82299999999998,6.16
Spain,2020-03-17,9191,309,196.579,6.609
Spain,2020-03-18,11178,491,239.077,10.502
Spain,2020-03-19,13716,598,293.36,12.79
Spain,2020-03-20,17147,767,366.74300000000005,16.405
Spain,2020-03-21,19980,1002,427.336,21.430999999999997
Spain,2020-03-22,24926,1326,533.122,28.361
Spain,2020-03-23,28572,1720,611.1030000000001,36.788000000000004
Spain,2020-03-24,33089,2182,707.7139999999999,46.669
Spain,2020-03-25,39673,2696,848.534,57.663000000000004
Spain,2020-03-26,47610,3434,1018.2919999999999,73.447
Spain,2020-03-27,56188,4089,1201.759,87.456
Spain,2020-03-28,64059,4858,1370.106,103.904
Spain,2020-03-29,72248,5690,1545.254,121.699
Spain,2020-03-30,78797,6528,1685.325,139.622
Spain,2020-03-31,85195,7340,1822.1670000000001,156.989
Spain,2020-04-01,94417,8189,2019.408,175.148
Spain,2020-04-02,102136,9053,2184.504,193.627
Spain,2020-04-03,110238,10003,2357.791,213.946
Spain,2020-04-04,117710,10935,2517.603,233.88
Spain,2020-04-05,124736,11744,2667.877,251.183
Spain,2020-04-06,130759,12418,2796.698,265.598
Spain,2020-04-07,135032,13055,2888.09,279.223
Spain,2020-04-08,140510,13798,3005.2540000000004,295.11400000000003
Spain,2020-04-09,146690,14555,3137.433,311.305
Spain,2020-04-10,152446,15238,3260.5429999999997,325.913
Spain,2020-04-11,157022,15843,3358.4159999999997,338.853
Spain,2020-04-12,161852,16353,3461.7209999999995,349.76099999999997
Spain,2020-04-13,166019,16972,3550.845,363.0
Spain,2020-04-14,169496,17489,3625.212,374.05800000000005
Spain,2020-04-15,177464,18276,3795.633,390.89
Spain,2020-04-16,181504,18893,3882.0409999999997,404.087
Spain,2020-04-17,185904,19478,3976.1490000000003,416.599
Spain,2020-04-18,190008,20043,4063.926,428.68300000000005
Spain,2020-04-19,188578,20453,4033.341,437.45300000000003
Spain,2020-04-20,191163,20852,4088.63,445.986
Spain,2020-04-21,194515,21282,4160.323,455.18300000000005
Spain,2020-04-22,197142,21717,4216.51,464.48699999999997
Spain,2020-04-23,200194,22157,4281.787,473.898
Spain,2020-04-24,202961,22524,4340.968,481.74800000000005
Spain,2020-04-25,205905,22902,4403.934,489.832
Spain,2020-04-26,207634,23190,4440.915,495.99199999999996
Spain,2020-04-27,209465,23190,4480.076,495.99199999999996
Spain,2020-04-28,210773,23822,4508.052,509.509
Spain,2020-04-29,212917,24275,4553.907999999999,519.198
Spain,2020-04-30,213435,24543,4564.988,524.93
Spain,2020-05-01,215216,24824,4603.08,530.94
Spain,2020-05-02,216582,25100,4632.295999999999,536.8430000000001
Spain,2020-05-03,217466,25264,4651.2029999999995,540.351
United Kingdom,2019-12-31,0,0,0.0,0.0
United Kingdom,2020-01-01,0,0,0.0,0.0
United Kingdom,2020-01-02,0,0,0.0,0.0
United Kingdom,2020-01-03,0,0,0.0,0.0
United Kingdom,2020-01-04,0,0,0.0,0.0
United Kingdom,2020-01-05,0,0,0.0,0.0
United Kingdom,2020-01-06,0,0,0.0,0.0
United Kingdom,2020-01-07,0,0,0.0,0.0
United Kingdom,2020-01-08,0,0,0.0,0.0
United Kingdom,2020-01-09,0,0,0.0,0.0
United Kingdom,2020-01-10,0,0,0.0,0.0
United Kingdom,2020-01-11,0,0,0.0,0.0
United Kingdom,2020-01-12,0,0,0.0,0.0
United Kingdom,2020-01-13,0,0,0.0,0.0
United Kingdom,2020-01-14,0,0,0.0,0.0
United Kingdom,2020-01-15,0,0,0.0,0.0
United Kingdom,2020-01-16,0,0,0.0,0.0
United Kingdom,2020-01-17,0,0,0.0,0.0
United Kingdom,2020-01-18,0,0,0.0,0.0
United Kingdom,2020-01-19,0,0,0.0,0.0
United Kingdom,2020-01-20,0,0,0.0,0.0
United Kingdom,2020-01-21,0,0,0.0,0.0
United Kingdom,2020-01-22,0,0,0.0,0.0
United Kingdom,2020-01-23,0,0,0.0,0.0
United Kingdom,2020-01-24,0,0,0.0,0.0
United Kingdom,2020-01-25,0,0,0.0,0.0
United Kingdom,2020-01-26,0,0,0.0,0.0
United Kingdom,2020-01-27,0,0,0.0,0.0
United Kingdom,2020-01-28,0,0,0.0,0.0
United Kingdom,2020-01-29,0,0,0.0,0.0
United Kingdom,2020-01-30,0,0,0.0,0.0
United Kingdom,2020-01-31,2,0,0.028999999999999998,0.0
United Kingdom,2020-02-01,2,0,0.028999999999999998,0.0
United Kingdom,2020-02-02,2,0,0.028999999999999998,0.0
United Kingdom,2020-02-03,2,0,0.028999999999999998,0.0
United Kingdom,2020-02-04,2,0,0.028999999999999998,0.0
United Kingdom,2020-02-05,2,0,0.028999999999999998,0.0
United Kingdom,2020-02-06,2,0,0.028999999999999998,0.0
United Kingdom,2020-02-07,3,0,0.044000000000000004,0.0
United Kingdom,2020-02-08,3,0,0.044000000000000004,0.0
United Kingdom,2020-02-09,4,0,0.059000000000000004,0.0
United Kingdom,2020-02-10,4,0,0.059000000000000004,0.0
United Kingdom,2020-02-11,8,0,0.11800000000000001,0.0
United Kingdom,2020-02-12,8,0,0.11800000000000001,0.0
United Kingdom,2020-02-13,9,0,0.133,0.0
United Kingdom,2020-02-14,9,0,0.133,0.0
United Kingdom,2020-02-15,9,0,0.133,0.0
United Kingdom,2020-02-16,9,0,0.133,0.0
United Kingdom,2020-02-17,9,0,0.133,0.0
United Kingdom,2020-02-18,9,0,0.133,0.0
United Kingdom,2020-02-19,9,0,0.133,0.0
United Kingdom,2020-02-20,9,0,0.133,0.0
United Kingdom,2020-02-21,9,0,0.133,0.0
United Kingdom,2020-02-22,9,0,0.133,0.0
United Kingdom,2020-02-23,9,0,0.133,0.0
United Kingdom,2020-02-24,13,0,0.191,0.0
United Kingdom,2020-02-25,13,0,0.191,0.0
United Kingdom,2020-02-26,13,0,0.191,0.0
United Kingdom,2020-02-27,13,0,0.191,0.0
United Kingdom,2020-02-28,16,0,0.23600000000000002,0.0
United Kingdom,2020-02-29,18,0,0.265,0.0
United Kingdom,2020-03-01,23,0,0.33899999999999997,0.0
United Kingdom,2020-03-02,36,0,0.53,0.0
United Kingdom,2020-03-03,40,0,0.589,0.0
United Kingdom,2020-03-04,51,0,0.7509999999999999,0.0
United Kingdom,2020-03-05,85,0,1.252,0.0
United Kingdom,2020-03-06,115,0,1.694,0.0
United Kingdom,2020-03-07,163,1,2.401,0.015
United Kingdom,2020-03-08,206,2,3.034,0.028999999999999998
United Kingdom,2020-03-09,273,2,4.021,0.028999999999999998
United Kingdom,2020-03-10,321,3,4.729,0.044000000000000004
United Kingdom,2020-03-11,373,7,5.495,0.10300000000000001
United Kingdom,2020-03-12,456,7,6.7170000000000005,0.10300000000000001
United Kingdom,2020-03-13,590,9,8.691,0.133
United Kingdom,2020-03-14,707,10,10.415,0.147
United Kingdom,2020-03-15,1140,28,16.793,0.41200000000000003
United Kingdom,2020-03-16,1391,43,20.49,0.633
United Kingdom,2020-03-17,1543,65,22.729,0.9570000000000001
United Kingdom,2020-03-18,1950,81,28.725,1.193
United Kingdom,2020-03-19,2630,115,38.741,1.694
United Kingdom,2020-03-20,3277,158,48.272,2.327
United Kingdom,2020-03-21,3983,194,58.672,2.858
United Kingdom,2020-03-22,5018,250,73.918,3.6830000000000003
United Kingdom,2020-03-23,5683,285,83.714,4.198
United Kingdom,2020-03-24,6650,359,97.958,5.287999999999999
United Kingdom,2020-03-25,8077,508,118.979,7.483
United Kingdom,2020-03-26,9529,694,140.368,10.222999999999999
United Kingdom,2020-03-27,11658,877,171.729,12.919
United Kingdom,2020-03-28,14543,1161,214.227,17.102
United Kingdom,2020-03-29,17089,1455,251.731,21.433000000000003
United Kingdom,2020-03-30,19522,1669,287.57,24.585
United Kingdom,2020-03-31,22141,2043,326.15,30.095
United Kingdom,2020-04-01,25150,2425,370.474,35.722
United Kingdom,2020-04-02,29474,3095,434.16900000000004,45.591
United Kingdom,2020-04-03,33718,3747,496.686,55.195
United Kingdom,2020-04-04,38168,4461,562.237,65.71300000000001
United Kingdom,2020-04-05,41903,5221,617.255,76.908
United Kingdom,2020-04-06,47806,5865,704.21,86.395
United Kingdom,2020-04-07,51608,6433,760.216,94.762
United Kingdom,2020-04-08,55242,7471,813.747,110.052
United Kingdom,2020-04-09,60733,8505,894.632,125.28399999999999
United Kingdom,2020-04-10,65077,9608,958.622,141.531
United Kingdom,2020-04-11,70272,10760,1035.147,158.501
United Kingdom,2020-04-12,78991,11599,1163.583,170.86
United Kingdom,2020-04-13,84279,12285,1241.478,180.965
United Kingdom,2020-04-14,88621,13029,1305.438,191.925
United Kingdom,2020-04-15,93873,14073,1382.8029999999999,207.303
United Kingdom,2020-04-16,98476,14915,1450.608,219.707
United Kingdom,2020-04-17,103093,15944,1518.619,234.864
United Kingdom,2020-04-18,108692,16879,1601.096,248.637
United Kingdom,2020-04-19,114217,17994,1682.4820000000002,265.062
United Kingdom,2020-04-20,120067,18492,1768.656,272.39799999999997
United Kingdom,2020-04-21,124743,19051,1837.536,280.632
United Kingdom,2020-04-22,129044,20223,1900.8929999999998,297.89599999999996
United Kingdom,2020-04-23,133495,21060,1966.4579999999999,310.226
United Kingdom,2020-04-24,138078,21787,2033.969,320.935
United Kingdom,2020-04-25,143464,22792,2113.3070000000002,335.73900000000003
United Kingdom,2020-04-26,148377,23635,2185.679,348.157
United Kingdom,2020-04-27,152840,24055,2251.4210000000003,354.344
United Kingdom,2020-04-28,157149,24393,2314.895,359.32300000000004
United Kingdom,2020-04-29,161145,25302,2373.759,372.713
United Kingdom,2020-04-30,165221,26097,2433.801,384.42400000000004
United Kingdom,2020-05-01,171253,26771,2522.655,394.352
United Kingdom,2020-05-02,177454,27510,2614.0,405.23800000000006
United Kingdom,2020-05-03,182260,28131,2684.795,414.38599999999997
United Kingdom,2020-05-04,186599,28446,2748.711,419.026
Italy,2019-12-31,0,0,0.0,0.0
Italy,2020-01-01,0,0,0.0,0.0
Italy,2020-01-02,0,0,0.0,0.0
Italy,2020-01-03,0,0,0.0,0.0
Italy,2020-01-04,0,0,0.0,0.0
Italy,2020-01-05,0,0,0.0,0.0
Italy,2020-01-06,0,0,0.0,0.0
Italy,2020-01-07,0,0,0.0,0.0
Italy,2020-01-08,0,0,0.0,0.0
Italy,2020-01-09,0,0,0.0,0.0
Italy,2020-01-10,0,0,0.0,0.0
Italy,2020-01-11,0,0,0.0,0.0
Italy,2020-01-12,0,0,0.0,0.0
Italy,2020-01-13,0,0,0.0,0.0
Italy,2020-01-14,0,0,0.0,0.0
Italy,2020-01-15,0,0,0.0,0.0
Italy,2020-01-16,0,0,0.0,0.0
Italy,2020-01-17,0,0,0.0,0.0
Italy,2020-01-18,0,0,0.0,0.0
Italy,2020-01-19,0,0,0.0,0.0
Italy,2020-01-20,0,0,0.0,0.0
Italy,2020-01-21,0,0,0.0,0.0
Italy,2020-01-22,0,0,0.0,0.0
Italy,2020-01-23,0,0,0.0,0.0
Italy,2020-01-24,0,0,0.0,0.0
Italy,2020-01-25,0,0,0.0,0.0
Italy,2020-01-26,0,0,0.0,0.0
Italy,2020-01-27,0,0,0.0,0.0
Italy,2020-01-28,0,0,0.0,0.0
Italy,2020-01-29,0,0,0.0,0.0
Italy,2020-01-30,0,0,0.0,0.0
Italy,2020-01-31,3,0,0.05,0.0
Italy,2020-02-01,3,0,0.05,0.0
Italy,2020-02-02,3,0,0.05,0.0
Italy,2020-02-03,3,0,0.05,0.0
Italy,2020-02-04,3,0,0.05,0.0
Italy,2020-02-05,3,0,0.05,0.0
Italy,2020-02-06,3,0,0.05,0.0
Italy,2020-02-07,3,0,0.05,0.0
Italy,2020-02-08,3,0,0.05,0.0
Italy,2020-02-09,3,0,0.05,0.0
Italy,2020-02-10,3,0,0.05,0.0
Italy,2020-02-11,3,0,0.05,0.0
Italy,2020-02-12,3,0,0.05,0.0
Italy,2020-02-13,3,0,0.05,0.0
Italy,2020-02-14,3,0,0.05,0.0
Italy,2020-02-15,3,0,0.05,0.0
Italy,2020-02-16,3,0,0.05,0.0
Italy,2020-02-17,3,0,0.05,0.0
Italy,2020-02-18,3,0,0.05,0.0
Italy,2020-02-19,3,0,0.05,0.0
Italy,2020-02-20,3,0,0.05,0.0
Italy,2020-02-21,3,0,0.05,0.0
Italy,2020-02-22,17,0,0.281,0.0
Italy,2020-02-23,79,2,1.307,0.033
Italy,2020-02-24,132,2,2.1830000000000003,0.033
Italy,2020-02-25,229,6,3.7880000000000003,0.099
Italy,2020-02-26,322,11,5.3260000000000005,0.182
Italy,2020-02-27,400,12,6.6160000000000005,0.198
Italy,2020-02-28,650,17,10.751,0.281
Italy,2020-02-29,888,21,14.687000000000001,0.34700000000000003
Italy,2020-03-01,1128,29,18.656,0.48
Italy,2020-03-02,1689,35,27.935,0.579
Italy,2020-03-03,2036,52,33.674,0.86
Italy,2020-03-04,2502,80,41.381,1.3230000000000002
Italy,2020-03-05,3089,107,51.09,1.77
Italy,2020-03-06,3858,148,63.809,2.448
Italy,2020-03-07,4636,197,76.676,3.258
Italy,2020-03-08,5883,233,97.301,3.8539999999999996
Italy,2020-03-09,7375,366,121.978,6.053
Italy,2020-03-10,9172,464,151.69899999999998,7.6739999999999995
Italy,2020-03-11,10149,631,167.858,10.436
Italy,2020-03-12,12462,827,206.114,13.677999999999999
Italy,2020-03-13,15113,1016,249.959,16.804000000000002
Italy,2020-03-14,17660,1268,292.085,20.971999999999998
Italy,2020-03-15,21157,1441,349.923,23.833000000000002
Italy,2020-03-16,23980,1811,396.61400000000003,29.953000000000003
Italy,2020-03-17,27980,2158,462.77099999999996,35.692
Italy,2020-03-18,31506,2505,521.089,41.431000000000004
Italy,2020-03-19,35713,2978,590.67,49.254
Italy,2020-03-20,41035,3407,678.693,56.35
Italy,2020-03-21,47021,4032,777.697,66.687
Italy,2020-03-22,53578,4827,886.1460000000001,79.835
Italy,2020-03-23,59138,5476,978.105,90.57
Italy,2020-03-24,63927,6077,1057.312,100.51
Italy,2020-03-25,69176,6820,1144.127,112.79799999999999
Italy,2020-03-26,74386,7505,1230.297,124.12799999999999
Italy,2020-03-27,80539,8165,1332.0639999999999,135.04399999999998
Italy,2020-03-28,86498,9136,1430.622,151.10399999999998
Italy,2020-03-29,92472,10023,1529.4279999999999,165.774
Italy,2020-03-30,97689,10781,1615.714,178.31099999999998
Italy,2020-03-31,101739,11591,1682.6979999999999,191.708
Italy,2020-04-01,105792,12430,1749.7320000000002,205.584
Italy,2020-04-02,110574,13157,1828.8229999999999,217.608
Italy,2020-04-03,115242,13917,1906.029,230.178
Italy,2020-04-04,119827,14681,1981.862,242.81400000000002
Italy,2020-04-05,124632,15362,2061.334,254.078
Italy,2020-04-06,128948,15889,2132.718,262.79400000000004
Italy,2020-04-07,132547,16525,2192.243,273.313
Italy,2020-04-08,135586,17129,2242.506,283.303
Italy,2020-04-09,139422,17669,2305.951,292.23400000000004
Italy,2020-04-10,143626,18281,2375.482,302.356
Italy,2020-04-11,147577,18851,2440.8289999999997,311.783
Italy,2020-04-12,152271,19470,2518.465,322.02099999999996
Italy,2020-04-13,156363,19901,2586.144,329.15
Italy,2020-04-14,159516,20465,2638.2929999999997,338.478
Italy,2020-04-15,162488,21069,2687.448,348.468
Italy,2020-04-16,165155,21647,2731.558,358.028
Italy,2020-04-17,168941,22172,2794.176,366.711
Italy,2020-04-18,172434,22747,2851.948,376.221
Italy,2020-04-19,175925,23227,2909.687,384.16
Italy,2020-04-20,178972,23660,2960.083,391.32099999999997
Italy,2020-04-21,181228,24114,2997.395,398.83
Italy,2020-04-22,183957,24648,3042.531,407.662
Italy,2020-04-23,187327,25085,3098.2690000000002,414.89
Italy,2020-04-24,189973,25549,3142.032,422.564
Italy,2020-04-25,192994,25969,3191.9970000000003,429.51099999999997
Italy,2020-04-26,195351,26384,3230.9809999999998,436.375
Italy,2020-04-27,197675,26644,3269.4179999999997,440.675
Italy,2020-04-28,199414,26977,3298.18,446.18199999999996
Italy,2020-04-29,201505,27359,3332.764,452.5
Italy,2020-04-30,203591,27682,3367.265,457.843
Italy,2020-05-01,205463,27967,3398.2270000000003,462.556
Italy,2020-05-02,207428,28236,3430.7270000000003,467.005
Italy,2020-05-03,209328,28710,3462.151,474.845
Italy,2020-05-04,210717,28884,3485.125,477.723
United States,2019-12-31,0,0,0.0,0.0
United States,2020-01-01,0,0,0.0,0.0
United States,2020-01-02,0,0,0.0,0.0
United States,2020-01-03,0,0,0.0,0.0
United States,2020-01-04,0,0,0.0,0.0
United States,2020-01-05,0,0,0.0,0.0
United States,2020-01-06,0,0,0.0,0.0
United States,2020-01-07,0,0,0.0,0.0
United States,2020-01-08,0,0,0.0,0.0
United States,2020-01-09,0,0,0.0,0.0
United States,2020-01-10,0,0,0.0,0.0
United States,2020-01-11,0,0,0.0,0.0
United States,2020-01-12,0,0,0.0,0.0
United States,2020-01-13,0,0,0.0,0.0
United States,2020-01-14,0,0,0.0,0.0
United States,2020-01-15,0,0,0.0,0.0
United States,2020-01-16,0,0,0.0,0.0
United States,2020-01-17,0,0,0.0,0.0
United States,2020-01-18,0,0,0.0,0.0
United States,2020-01-19,0,0,0.0,0.0
United States,2020-01-20,0,0,0.0,0.0
United States,2020-01-21,1,0,0.003,0.0
United States,2020-01-22,1,0,0.003,0.0
United States,2020-01-23,1,0,0.003,0.0
United States,2020-01-24,1,0,0.003,0.0
United States,2020-01-25,2,0,0.006,0.0
United States,2020-01-26,2,0,0.006,0.0
United States,2020-01-27,5,0,0.015,0.0
United States,2020-01-28,5,0,0.015,0.0
United States,2020-01-29,5,0,0.015,0.0
United States,2020-01-30,5,0,0.015,0.0
United States,2020-01-31,6,0,0.018000000000000002,0.0
United States,2020-02-01,7,0,0.021,0.0
United States,2020-02-02,8,0,0.024,0.0
United States,2020-02-03,11,0,0.033,0.0
United States,2020-02-04,11,0,0.033,0.0
